Comment_id,Post id,Post_content,Parent_comment_id,Comment_date,Comment_text,Comment_author,Comment_author_id,Comment_likes,Comment_comments,Attachment,Group id,Group name
2341850679392037,1811481585762285_2341825656061206,9 year old wearing -2.25 single vision. She has 20 exo at near and 9 exo at distance. Poor positive fusion reserves. Lag of accom. Worth 4 dot sees 4 at distance and 5 shapes at 40cm Would you still consider Orthok? What’s the risk it might become intermittent XT?,2341829636060808,2019-04-07 09:09:29,Have you measured her AC/A ratio?,Unknown,0,0,0,,1811481585762285,Myopia Profile
2341855426058229,1811481585762285_2341825656061206,9 year old wearing -2.25 single vision. She has 20 exo at near and 9 exo at distance. Poor positive fusion reserves. Lag of accom. Worth 4 dot sees 4 at distance and 5 shapes at 40cm Would you still consider Orthok? What’s the risk it might become intermittent XT?,2341848322725606,2019-04-07 09:19:22,David Stephensen will do,Unknown,0,0,0,,1811481585762285,Myopia Profile
2341855956058176,1811481585762285_2341825656061206,9 year old wearing -2.25 single vision. She has 20 exo at near and 9 exo at distance. Poor positive fusion reserves. Lag of accom. Worth 4 dot sees 4 at distance and 5 shapes at 40cm Would you still consider Orthok? What’s the risk it might become intermittent XT?,2341829636060808,2019-04-07 09:20:50,Jo Davies +/- 2 flippers were both blurry and the aa was 29cm.. ran out of time to do +/-1 though I suspect it would all be exo...,Unknown,0,0,0,,1811481585762285,Myopia Profile
2341856192724819,1811481585762285_2341825656061206,9 year old wearing -2.25 single vision. She has 20 exo at near and 9 exo at distance. Poor positive fusion reserves. Lag of accom. Worth 4 dot sees 4 at distance and 5 shapes at 40cm Would you still consider Orthok? What’s the risk it might become intermittent XT?,2341829636060808,2019-04-07 09:21:37,Kevin Trac stereo 50. Near va good. Parents did not have any symptoms to report at all.,Unknown,0,0,0,,1811481585762285,Myopia Profile
2341858062724632,1811481585762285_2341825656061206,9 year old wearing -2.25 single vision. She has 20 exo at near and 9 exo at distance. Poor positive fusion reserves. Lag of accom. Worth 4 dot sees 4 at distance and 5 shapes at 40cm Would you still consider Orthok? What’s the risk it might become intermittent XT?,2341829636060808,2019-04-07 09:26:58,"I was thinking on the lines of how much convergence is brought about from accommodation, rather than accommodative facility. IXT can be controlled by minus lens therapy in some cases to encourage binocularity and aid exercises",Unknown,0,0,0,,1811481585762285,Myopia Profile
2341858799391225,1811481585762285_2341825656061206,9 year old wearing -2.25 single vision. She has 20 exo at near and 9 exo at distance. Poor positive fusion reserves. Lag of accom. Worth 4 dot sees 4 at distance and 5 shapes at 40cm Would you still consider Orthok? What’s the risk it might become intermittent XT?,2341829636060808,2019-04-07 09:29:19,Jo Davies thanks jo... I do keep that in mind. There is a new PEDIG study underway for overcorrecting IXT. Currently they don’t believe it affects myopia progression but there is indication it might ... so will wait for results.,Unknown,0,1,0,,1811481585762285,Myopia Profile
2341861522724286,1811481585762285_2341860296057742,Another one for the smarties 😁 9 year old. Mum is a -11.00 on both eyes. Rx R -13.00/-1.50x130 va 6/48 and L -1.00/-2.00x70 va 6/9 Dry eyes/partial blinker Full suppression in the right eye. Has tried patching under ophthal for years... Mum keen on myopia control options for the left eye... what would you recommend?,,2019-04-07 09:36:13,I would want to establish progression first before jumping in with anything. Why is the LE vision only 6/9?,Unknown,0,1,1,,1811481585762285,Myopia Profile
2341865646057207,1811481585762285_2341860296057742,Another one for the smarties 😁 9 year old. Mum is a -11.00 on both eyes. Rx R -13.00/-1.50x130 va 6/48 and L -1.00/-2.00x70 va 6/9 Dry eyes/partial blinker Full suppression in the right eye. Has tried patching under ophthal for years... Mum keen on myopia control options for the left eye... what would you recommend?,2341861522724286,2019-04-07 09:47:59,Philip Cheng he came like that from the paed ophthal. I can’t improve it much more at the moment...,Unknown,0,0,0,,1811481585762285,Myopia Profile
2341867136057058,1811481585762285_2341825656061206,9 year old wearing -2.25 single vision. She has 20 exo at near and 9 exo at distance. Poor positive fusion reserves. Lag of accom. Worth 4 dot sees 4 at distance and 5 shapes at 40cm Would you still consider Orthok? What’s the risk it might become intermittent XT?,,2019-04-07 09:52:18,"What’s the minus AC/A ratio like? I would go ahead with the orthok, so they have to be accommodating at near. Throw some VT in there SooJin Nam. Surprised your IXT havent display any monovision properties",Unknown,0,0,1,,1811481585762285,Myopia Profile
2341869462723492,1811481585762285_2341825656061206,9 year old wearing -2.25 single vision. She has 20 exo at near and 9 exo at distance. Poor positive fusion reserves. Lag of accom. Worth 4 dot sees 4 at distance and 5 shapes at 40cm Would you still consider Orthok? What’s the risk it might become intermittent XT?,2341867136057058,2019-04-07 09:59:33,Shaun Chang 😁,Unknown,0,0,0,,1811481585762285,Myopia Profile
2341872756056496,1811481585762285_2341860296057742,Another one for the smarties 😁 9 year old. Mum is a -11.00 on both eyes. Rx R -13.00/-1.50x130 va 6/48 and L -1.00/-2.00x70 va 6/9 Dry eyes/partial blinker Full suppression in the right eye. Has tried patching under ophthal for years... Mum keen on myopia control options for the left eye... what would you recommend?,,2019-04-07 10:07:37,"Initial thought was Shaw lenses , but contact lenses would be better fir Aniso issue .. is it an axial length , lenticular , or corneal difference in the myopia ? Also .. the 6/9 in the good eye raises questions.. corneal thicknesses ?",Unknown,0,3,1,,1811481585762285,Myopia Profile
2341878989389206,1811481585762285_2341860296057742,Another one for the smarties 😁 9 year old. Mum is a -11.00 on both eyes. Rx R -13.00/-1.50x130 va 6/48 and L -1.00/-2.00x70 va 6/9 Dry eyes/partial blinker Full suppression in the right eye. Has tried patching under ophthal for years... Mum keen on myopia control options for the left eye... what would you recommend?,,2019-04-07 10:24:53,6/9...... if patched for years has this caused a ‘developmental delay’ in VA because of deprivation?,Unknown,0,2,3,,1811481585762285,Myopia Profile
2341879149389190,1811481585762285_2341860296057742,Another one for the smarties 😁 9 year old. Mum is a -11.00 on both eyes. Rx R -13.00/-1.50x130 va 6/48 and L -1.00/-2.00x70 va 6/9 Dry eyes/partial blinker Full suppression in the right eye. Has tried patching under ophthal for years... Mum keen on myopia control options for the left eye... what would you recommend?,2341878989389206,2019-04-07 10:25:26,Pamela Robertson yes I was thinking that but I don’t have full history,Unknown,0,0,0,,1811481585762285,Myopia Profile
2341879422722496,1811481585762285_2341860296057742,Another one for the smarties 😁 9 year old. Mum is a -11.00 on both eyes. Rx R -13.00/-1.50x130 va 6/48 and L -1.00/-2.00x70 va 6/9 Dry eyes/partial blinker Full suppression in the right eye. Has tried patching under ophthal for years... Mum keen on myopia control options for the left eye... what would you recommend?,2341872756056496,2019-04-07 10:26:11,Simon Routson looks axial... right eye bulges much more... but sadly i can’t measure axial length... yet,Unknown,0,1,0,,1811481585762285,Myopia Profile
2341879499389155,1811481585762285_2341860296057742,Another one for the smarties 😁 9 year old. Mum is a -11.00 on both eyes. Rx R -13.00/-1.50x130 va 6/48 and L -1.00/-2.00x70 va 6/9 Dry eyes/partial blinker Full suppression in the right eye. Has tried patching under ophthal for years... Mum keen on myopia control options for the left eye... what would you recommend?,2341878989389206,2019-04-07 10:26:16,SooJin Nam I’d also be wondering if the cyl in this eye was causing some sort of amblyopia too if it wasn’t corrected,Unknown,0,0,0,,1811481585762285,Myopia Profile
2341892889387816,1811481585762285_2341860296057742,Another one for the smarties 😁 9 year old. Mum is a -11.00 on both eyes. Rx R -13.00/-1.50x130 va 6/48 and L -1.00/-2.00x70 va 6/9 Dry eyes/partial blinker Full suppression in the right eye. Has tried patching under ophthal for years... Mum keen on myopia control options for the left eye... what would you recommend?,2341878989389206,2019-04-07 11:02:04,Pamela Robertson cyl is corrected in both eyes. His mum is -11.00,Unknown,0,0,0,,1811481585762285,Myopia Profile
2341904706053301,1811481585762285_2341860296057742,Another one for the smarties 😁 9 year old. Mum is a -11.00 on both eyes. Rx R -13.00/-1.50x130 va 6/48 and L -1.00/-2.00x70 va 6/9 Dry eyes/partial blinker Full suppression in the right eye. Has tried patching under ophthal for years... Mum keen on myopia control options for the left eye... what would you recommend?,,2019-04-07 11:29:13,Need to rule out early KC then could offer toric orthoK for left eye with strong hygiene instructions and warnings. May need a sleeping mask overnight if lagophthalmos is suspected. Do you think the patching was actually done properly? Patching with an SCL in RE might be more successful?,Unknown,0,1,4,,1811481585762285,Myopia Profile
2341908132719625,1811481585762285_2341860296057742,Another one for the smarties 😁 9 year old. Mum is a -11.00 on both eyes. Rx R -13.00/-1.50x130 va 6/48 and L -1.00/-2.00x70 va 6/9 Dry eyes/partial blinker Full suppression in the right eye. Has tried patching under ophthal for years... Mum keen on myopia control options for the left eye... what would you recommend?,2341904706053301,2019-04-07 11:37:20,Dom Willson agreed about SCL. I managed to convince mum that it wasn’t the end of the world to try soft contacts. She really was scared out of them. Doing great at the moment. Will keep a close eye for dry eyes... pretty sure I took topography maps. Will check again.,Unknown,0,0,0,,1811481585762285,Myopia Profile
2341913099385795,1811481585762285_2341860296057742,Another one for the smarties 😁 9 year old. Mum is a -11.00 on both eyes. Rx R -13.00/-1.50x130 va 6/48 and L -1.00/-2.00x70 va 6/9 Dry eyes/partial blinker Full suppression in the right eye. Has tried patching under ophthal for years... Mum keen on myopia control options for the left eye... what would you recommend?,,2019-04-07 11:48:56,I think a macula OCT is in order for the right eye to rule out any myopic pathology. I agree with the soft contact lens thoughts but I would be guarded in expectations. I would not do myopia control on the fellow eye unless there is strong evidence of significant myopia progression.,Unknown,0,2,2,,1811481585762285,Myopia Profile
2341915156052256,1811481585762285_2341860296057742,Another one for the smarties 😁 9 year old. Mum is a -11.00 on both eyes. Rx R -13.00/-1.50x130 va 6/48 and L -1.00/-2.00x70 va 6/9 Dry eyes/partial blinker Full suppression in the right eye. Has tried patching under ophthal for years... Mum keen on myopia control options for the left eye... what would you recommend?,2341913099385795,2019-04-07 11:53:20,David Stephensen mum didn’t want to pay for another round of comprehensive tests after being the ophthal multiple times. Have to wait for reports instead... would you expect to see the same level of pathology in congenital high myopia in the right eye like a progressive high myopia?,Unknown,0,0,0,,1811481585762285,Myopia Profile
2341918382718600,1811481585762285_2341860296057742,Another one for the smarties 😁 9 year old. Mum is a -11.00 on both eyes. Rx R -13.00/-1.50x130 va 6/48 and L -1.00/-2.00x70 va 6/9 Dry eyes/partial blinker Full suppression in the right eye. Has tried patching under ophthal for years... Mum keen on myopia control options for the left eye... what would you recommend?,2341913099385795,2019-04-07 11:58:01,SooJin Nam potentially yes as the driver is presumably the axial elongation or ocular volume.,Unknown,0,1,0,,1811481585762285,Myopia Profile
2341939902716448,1811481585762285_2341860296057742,Another one for the smarties 😁 9 year old. Mum is a -11.00 on both eyes. Rx R -13.00/-1.50x130 va 6/48 and L -1.00/-2.00x70 va 6/9 Dry eyes/partial blinker Full suppression in the right eye. Has tried patching under ophthal for years... Mum keen on myopia control options for the left eye... what would you recommend?,,2019-04-07 12:34:44,Is there a posterior staphyloma present in that RE? Best to ascertain before treatment plan decided.,Unknown,0,1,0,,1811481585762285,Myopia Profile
2341980702712368,1811481585762285_2341860296057742,Another one for the smarties 😁 9 year old. Mum is a -11.00 on both eyes. Rx R -13.00/-1.50x130 va 6/48 and L -1.00/-2.00x70 va 6/9 Dry eyes/partial blinker Full suppression in the right eye. Has tried patching under ophthal for years... Mum keen on myopia control options for the left eye... what would you recommend?,2341904706053301,2019-04-07 13:47:13,Dom Wilson (sorry can't tag hope you read this) don't you think rx is too low for orthoK? You won't get enough plus in the periphery...,Unknown,0,0,0,,1811481585762285,Myopia Profile
2341997429377362,1811481585762285_2341825656061206,9 year old wearing -2.25 single vision. She has 20 exo at near and 9 exo at distance. Poor positive fusion reserves. Lag of accom. Worth 4 dot sees 4 at distance and 5 shapes at 40cm Would you still consider Orthok? What’s the risk it might become intermittent XT?,,2019-04-07 14:17:22,I would try VT and possibly a multifocal SCL in the first instance and then consider orthoK once the VT has helped,Unknown,0,0,0,,1811481585762285,Myopia Profile
2342019146041857,1811481585762285_2340894142821024,Evening profilers. I just wanted to get your views on the NaturalVue lens. Any fitting tips and info about how it compares to MiSight would be extremely welcome. Thanks in advance,2341322669444838,2019-04-07 14:59:34,Beth Ralph Thanks for the question. May I ask what you mean by more success? I want to make sure you get the best advice.,Unknown,0,0,0,,1811481585762285,Myopia Profile
2342074082703030,1811481585762285_2340894142821024,Evening profilers. I just wanted to get your views on the NaturalVue lens. Any fitting tips and info about how it compares to MiSight would be extremely welcome. Thanks in advance,2341322669444838,2019-04-07 16:26:14,"Peg Achenbach OD Thank you for your response. I put the rx including the cyl in the trial frame. I then check the duo mono pushing each eye one step into the green. I then check the duo again bin as recommended on the fitting guide. It doesn’t make sense to me to do duo binocularly, how do you push the rx into the green? Do you add minus to both eyes at the same time or rely on the Dom eye? The bin duo relies on the initial rx being accurate. In the U.K. it is my experience optoms all refraction...",Unknown,0,0,0,,1811481585762285,Myopia Profile
2342142686029503,1811481585762285_2341825656061206,9 year old wearing -2.25 single vision. She has 20 exo at near and 9 exo at distance. Poor positive fusion reserves. Lag of accom. Worth 4 dot sees 4 at distance and 5 shapes at 40cm Would you still consider Orthok? What’s the risk it might become intermittent XT?,,2019-04-07 18:41:59,Despite the fact they are wearing -2.25 for distance are they taking their specs off for near vision?,Unknown,0,0,0,,1811481585762285,Myopia Profile
2342182296025542,1811481585762285_2341860296057742,Another one for the smarties 😁 9 year old. Mum is a -11.00 on both eyes. Rx R -13.00/-1.50x130 va 6/48 and L -1.00/-2.00x70 va 6/9 Dry eyes/partial blinker Full suppression in the right eye. Has tried patching under ophthal for years... Mum keen on myopia control options for the left eye... what would you recommend?,2341904706053301,2019-04-07 20:15:13,Karin Teuben if myopia control is the aim then there’s no better answer. Others know the research more than me but it still seems to work.,Unknown,0,2,0,,1811481585762285,Myopia Profile
2342195862690852,1811481585762285_2341825656061206,9 year old wearing -2.25 single vision. She has 20 exo at near and 9 exo at distance. Poor positive fusion reserves. Lag of accom. Worth 4 dot sees 4 at distance and 5 shapes at 40cm Would you still consider Orthok? What’s the risk it might become intermittent XT?,,2019-04-07 20:47:46,"No way to quantify that risk - would have to test and measure as suggested by a few folks. But you’re right to be cautious. For me, the choice to fit OK would depend on the kid - progression rate, family history, motivation to wear OK - if these factors outweigh the BV issue then I’d go for it. The best optical option for myopia control is contact lenses, so you’re probably heading this way ultimately. If you’re really concerned, do VT in specs to improve BV before fitting with OK. Kid needs VT ...",Unknown,0,2,0,,1811481585762285,Myopia Profile
2342198139357291,1811481585762285_2341860296057742,Another one for the smarties 😁 9 year old. Mum is a -11.00 on both eyes. Rx R -13.00/-1.50x130 va 6/48 and L -1.00/-2.00x70 va 6/9 Dry eyes/partial blinker Full suppression in the right eye. Has tried patching under ophthal for years... Mum keen on myopia control options for the left eye... what would you recommend?,2341904706053301,2019-04-07 20:54:35,Karin the assumption that OK doesn’t work as well as MFCL in lower powers is one of those ‘myopia mysteries’ - it’s not yet backed up by evidence. I’ve written about this in my article ‘Eight Myopia Mysteries’ - here’s the link... (it’s mystery number 5!) https://myopiaprofile.com/myopia-mysteries/#more-3129,Unknown,0,3,0,,1811481585762285,Myopia Profile
2342199052690533,1811481585762285_2341860296057742,Another one for the smarties 😁 9 year old. Mum is a -11.00 on both eyes. Rx R -13.00/-1.50x130 va 6/48 and L -1.00/-2.00x70 va 6/9 Dry eyes/partial blinker Full suppression in the right eye. Has tried patching under ophthal for years... Mum keen on myopia control options for the left eye... what would you recommend?,,2019-04-07 20:56:59,"Wow what an interesting case Sue. Poor kid. Any CL fitting should be done with extreme safety measures in place because he’s basically monocular, but CLs will be the way to go from an optical perspective, even before considering myopia control. He’s got to wear a SCL in that R eye, so MFSCL L eye seems to make sense. Though you’ve got to fit a toric MF and that might not be as easy as toric OK, in achieving a good visual outcome, although the safety profile is similar. 🤔 On balance I’m thinking ...",Unknown,0,1,2,,1811481585762285,Myopia Profile
2342200272690411,1811481585762285_2341860296057742,Another one for the smarties 😁 9 year old. Mum is a -11.00 on both eyes. Rx R -13.00/-1.50x130 va 6/48 and L -1.00/-2.00x70 va 6/9 Dry eyes/partial blinker Full suppression in the right eye. Has tried patching under ophthal for years... Mum keen on myopia control options for the left eye... what would you recommend?,2342199052690533,2019-04-07 21:00:10,"Kate Gifford What do you think of using a NVMF in the LE, hoping the virtual aperture might mask some cyl but also have over specs for the residual astigmatism?",Unknown,0,1,0,,1811481585762285,Myopia Profile
2342203186023453,1811481585762285_2341860296057742,Another one for the smarties 😁 9 year old. Mum is a -11.00 on both eyes. Rx R -13.00/-1.50x130 va 6/48 and L -1.00/-2.00x70 va 6/9 Dry eyes/partial blinker Full suppression in the right eye. Has tried patching under ophthal for years... Mum keen on myopia control options for the left eye... what would you recommend?,,2019-04-07 21:08:57,"Naturalvue Extended depth of focus, daily disposable centre distance multifocal has a licence for Myopia Control & goes up to -12.25 in 0.25 steps. I’d fit a lens to both eyes as “well why not?” Couldn’t make things any worse. Va may actually be better in cls in both eyes? Could then use over specs if required? Worth a try? Low risk?",Unknown,0,2,8,,1811481585762285,Myopia Profile
2342203592690079,1811481585762285_2341860296057742,Another one for the smarties 😁 9 year old. Mum is a -11.00 on both eyes. Rx R -13.00/-1.50x130 va 6/48 and L -1.00/-2.00x70 va 6/9 Dry eyes/partial blinker Full suppression in the right eye. Has tried patching under ophthal for years... Mum keen on myopia control options for the left eye... what would you recommend?,2342199052690533,2019-04-07 21:09:38,"Philip great thought and I’ve trialled this before, but in the small number of cases where I’ve tried to mask cyl >1D I’ve had mixed results. I think it really depends on the person, and the cyl axis of course - in presbyopes I’ve found that NV (and other MFs) will ‘mask’ a 1.50 cyl in one person, then not ‘mask’ an 0.75 cyl in the next person. I believe the ‘masking’ is just about how bothered they are with the cyl being uncorrected. And I’m more concerned about visual quality and undercorrecti...",Unknown,0,2,0,,1811481585762285,Myopia Profile
2342205809356524,1811481585762285_2341860296057742,Another one for the smarties 😁 9 year old. Mum is a -11.00 on both eyes. Rx R -13.00/-1.50x130 va 6/48 and L -1.00/-2.00x70 va 6/9 Dry eyes/partial blinker Full suppression in the right eye. Has tried patching under ophthal for years... Mum keen on myopia control options for the left eye... what would you recommend?,2342203186023453,2019-04-07 21:13:16,"Beth good point about the NV power range, and a daily disposable is very attractive from a safety perspective. It’s worth a trial, although the L cyl will most likely still shine on through that MF and need correction. I’ve not tried over-specs correcting residual cyl for kids like this yet because I’m dubious about their compliance with the specs if they’re mostly corrected - esp if this kid is only 6/9 for some as yet undetermined reason - so I tend to try to do the full correction job with MF...",Unknown,0,1,0,,1811481585762285,Myopia Profile
2342207102689728,1811481585762285_2341860296057742,Another one for the smarties 😁 9 year old. Mum is a -11.00 on both eyes. Rx R -13.00/-1.50x130 va 6/48 and L -1.00/-2.00x70 va 6/9 Dry eyes/partial blinker Full suppression in the right eye. Has tried patching under ophthal for years... Mum keen on myopia control options for the left eye... what would you recommend?,2342203186023453,2019-04-07 21:16:51,"Thanks Kate, is there a suitable multifocal Toric contact lens that will correct this rx in Oz? I’m not aware of anything in the U.K. & there is certainly nothing with a license? Surely the rx is too high for OK alone? Would you use a combination?",Unknown,0,0,0,,1811481585762285,Myopia Profile
2342209842689454,1811481585762285_2341860296057742,Another one for the smarties 😁 9 year old. Mum is a -11.00 on both eyes. Rx R -13.00/-1.50x130 va 6/48 and L -1.00/-2.00x70 va 6/9 Dry eyes/partial blinker Full suppression in the right eye. Has tried patching under ophthal for years... Mum keen on myopia control options for the left eye... what would you recommend?,2342203186023453,2019-04-07 21:23:09,Coopervision Proclear MF toric and recently we’ve gained access to Mark’ennovy MF torics. That R eye might be close to spherical though once corrected back to the ocular plane. The L eye is more of my concern. Definitely wouldn’t go anywhere near OK on that R eye! I’m sure you’ve got access to one or both of those in the UK. We’re not too worried about things having / not having a license / FDA approval in Aus as our colleagues in the UK or USA are. It’s fine to fit things without a license in t...,Unknown,0,2,0,,1811481585762285,Myopia Profile
2342211532689285,1811481585762285_2342207432689695,Interesting piece. Cautions against dichotomizing findings into less than or greater than 0.05 and encourages authors to speak to the bigger picture,,2019-04-07 21:26:04,"Ooh thanks for this share Mark! I saw this pop up on my newsfeed a few days ago but didn’t get back to it, so thanks for the reminder! Funnily, I read your comment about ‘0.05’ and immediately thought it was in reference to an atropine concentration, not a p-value. Myopia nerd problems. 🤓😆",Unknown,0,1,2,,1811481585762285,Myopia Profile
2342223056021466,1811481585762285_2341860296057742,Another one for the smarties 😁 9 year old. Mum is a -11.00 on both eyes. Rx R -13.00/-1.50x130 va 6/48 and L -1.00/-2.00x70 va 6/9 Dry eyes/partial blinker Full suppression in the right eye. Has tried patching under ophthal for years... Mum keen on myopia control options for the left eye... what would you recommend?,,2019-04-07 21:54:10,If no pathology in the right eye. I would consider a contact lens for that eye. Some kind of multifocal. And routine myopia control options for the left eye (safety measures explained). I would be trying VT too to try and improve the VA in the right eye (assuming no pathology),Unknown,0,0,18,,1811481585762285,Myopia Profile
2342231206020651,1811481585762285_2341825656061206,9 year old wearing -2.25 single vision. She has 20 exo at near and 9 exo at distance. Poor positive fusion reserves. Lag of accom. Worth 4 dot sees 4 at distance and 5 shapes at 40cm Would you still consider Orthok? What’s the risk it might become intermittent XT?,,2019-04-07 22:17:36,"One thing that all of these unusual cases show me is that the results of randomized clinical trials for devices will not address a number of critical questions: is there a critical period for treatment, is there a range of emerging myopia beyond which these treatments won't work, is there a sweet spot of age and Rx that shows the greatest treatment effect? The field will need these answers in order to set realistic expectations and translate this technology into standard of practice.",Unknown,0,5,1,,1811481585762285,Myopia Profile
2342231402687298,1811481585762285_2341860296057742,Another one for the smarties 😁 9 year old. Mum is a -11.00 on both eyes. Rx R -13.00/-1.50x130 va 6/48 and L -1.00/-2.00x70 va 6/9 Dry eyes/partial blinker Full suppression in the right eye. Has tried patching under ophthal for years... Mum keen on myopia control options for the left eye... what would you recommend?,2342203186023453,2019-04-07 22:18:10,Yes I have access to proclear mf tx but I find it often rotates & va is poor so lost faith & stopped fitting it. Not tried Mark Ennovy tailor made mf Toric but will give it a try if you get good results?,Unknown,0,0,0,,1811481585762285,Myopia Profile
2342231816020590,1811481585762285_2341860296057742,Another one for the smarties 😁 9 year old. Mum is a -11.00 on both eyes. Rx R -13.00/-1.50x130 va 6/48 and L -1.00/-2.00x70 va 6/9 Dry eyes/partial blinker Full suppression in the right eye. Has tried patching under ophthal for years... Mum keen on myopia control options for the left eye... what would you recommend?,2342203186023453,2019-04-07 22:19:36,& yes I’m nervous about doing anything off license in the U.K. but thanks for the link I’ll take a look 😀,Unknown,0,0,0,,1811481585762285,Myopia Profile
2342247972685641,1811481585762285_2342207432689695,Interesting piece. Cautions against dichotomizing findings into less than or greater than 0.05 and encourages authors to speak to the bigger picture,,2019-04-07 23:08:37,Philip Morgan,Unknown,0,0,0,,1811481585762285,Myopia Profile
2342269926016779,1811481585762285_2341825656061206,9 year old wearing -2.25 single vision. She has 20 exo at near and 9 exo at distance. Poor positive fusion reserves. Lag of accom. Worth 4 dot sees 4 at distance and 5 shapes at 40cm Would you still consider Orthok? What’s the risk it might become intermittent XT?,2342231206020651,2019-04-08 00:14:55,"Robin Chalmers largo exo in myopia is not so unusual but it’s true I haven’t seen anything in the myopia literature to address it ... if anyone has references, I would love to read it...",Unknown,0,0,0,,1811481585762285,Myopia Profile
